id,name,host_id,host_name,host_is_superhost,superhost_status,borough,neighbourhood,latitude,longitude,room_type,price,accommodates,price_per_guest,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,host_tier,price_category,availability_365,rating,listing_url
11010,Boho Penthouse in East Village,1016,Carlos,t,Superhost,Manhattan,East Village,40.79344,-73.98442,Entire home/apt,154,8,19.25,1,168,2026-02-23,26.97,2,Small Host (2-4),Moderate ($100-$250),337,4.93,https://www.airbnb.com/rooms/11010
11011,Spacious Room in Concourse,1124,Alex,t,Superhost,Bronx,Concourse,40.87163,-73.8681,Entire home/apt,125,3,41.67,1,60,2026-03-31,2.46,2,Small Host (2-4),Moderate ($100-$250),271,4.97,https://www.airbnb.com/rooms/11011
11012,Rustic Loft in Tribeca,1322,David,f,Standard Host,Manhattan,Tribeca,40.77958,-73.98978,Private room,170,1,170.0,3,41,2026-01-07,1.62,1,Single Listing,Moderate ($100-$250),126,4.43,https://www.airbnb.com/rooms/11012
11013,Charming Apartment in Bushwick,1228,James,f,Standard Host,Brooklyn,Bushwick,40.68465,-73.90802,Private room,109,3,36.33,3,35,2026-06-12,2.04,1,Single Listing,Moderate ($100-$250),20,4.48,https://www.airbnb.com/rooms/11013
11014,Sunny Apartment in Williamsburg,1327,Sarah,f,Standard Host,Brooklyn,Williamsburg,40.65538,-73.92707,Entire home/apt,132,3,44.0,2,11,2026-05-09,0.85,1,Single Listing,Moderate ($100-$250),32,4.51,https://www.airbnb.com/rooms/11014
11015,Modern Penthouse in Bushwick,1154,Ethan,f,Standard Host,Brooklyn,Bushwick,40.70149,-73.9558,Private room,68,1,68.0,2,30,2026-07-14,1.67,3,Small Host (2-4),Budget (<$100),265,4.57,https://www.airbnb.com/rooms/11015
11016,Rustic Studio in Jackson Heights,1073,James,t,Superhost,Queens,Jackson Heights,40.76141,-73.77052,Entire home/apt,158,3,52.67,2,41,2026-07-26,2.28,1,Single Listing,Moderate ($100-$250),171,4.96,https://www.airbnb.com/rooms/11016
11017,Luxury Studio in Hell's Kitchen,1085,Elena,f,Standard Host,Manhattan,Hell's Kitchen,40.7651,-73.97874,Entire home/apt,301,2,150.5,7,10,2026-06-01,1.18,1,Single Listing,Luxury (>$250),81,4.56,https://www.airbnb.com/rooms/11017
11018,Quiet Brownstone Unit in Harlem,1317,Charlotte,t,Superhost,Manhattan,Harlem,40.76899,-73.98697,Private room,128,1,128.0,3,73,2026-07-25,6.46,1,Single Listing,Moderate ($100-$250),312,4.95,https://www.airbnb.com/rooms/11018
11019,Stunning Loft in Brooklyn Heights,1065,Elena,f,Standard Host,Brooklyn,Brooklyn Heights,40.70805,-73.98101,Entire home/apt,240,8,30.0,2,32,2026-07-16,2.43,1,Single Listing,Moderate ($100-$250),125,4.4,https://www.airbnb.com/rooms/11019
11020,Rustic Flat in Williamsburg,1332,Carlos,f,Standard Host,Brooklyn,Williamsburg,40.69068,-73.93931,Private room,96,1,96.0,2,12,2026-07-06,0.43,2,Small Host (2-4),Budget (<$100),11,4.41,https://www.airbnb.com/rooms/11020
11021,Minimalist Penthouse in Long Island City,1112,David,f,Standard Host,Queens,Long Island City,40.73176,-73.77055,Private room,44,1,44.0,1,27,2026-07-16,1.84,1,Single Listing,Budget (<$100),70,4.52,https://www.airbnb.com/rooms/11021
11022,Cozy Brownstone Unit in Financial District,1232,Mia,f,Standard Host,Manhattan,Financial District,40.80168,-73.97414,Entire home/apt,253,3,84.33,3,25,2026-07-27,2.31,1,Single Listing,Luxury (>$250),174,4.54,https://www.airbnb.com/rooms/11022
11023,Boho Retreat in Williamsburg,1201,Mia,f,Standard Host,Brooklyn,Williamsburg,40.68867,-73.92861,Private room,67,2,33.5,1,73,2026-07-06,7.53,1,Single Listing,Budget (<$100),80,4.53,https://www.airbnb.com/rooms/11023
11024,Sunny Flat in Cobble Hill,1043,Olivia,f,Standard Host,Brooklyn,Cobble Hill,40.68704,-73.95609,Entire home/apt,240,4,60.0,1,74,2026-05-21,2.3,1,Single Listing,Moderate ($100-$250),83,4.39,https://www.airbnb.com/rooms/11024
11025,Cozy Brownstone Unit in Cobble Hill,1246,Ava,f,Standard Host,Brooklyn,Cobble Hill,40.69275,-73.96384,Entire home/apt,176,2,88.0,1,46,2026-07-30,2.12,2,Small Host (2-4),Moderate ($100-$250),150,4.51,https://www.airbnb.com/rooms/11025
11026,Stunning Retreat in Long Island City,1228,Emily,f,Standard Host,Queens,Long Island City,40.71126,-73.8041,Entire home/apt,97,3,32.33,3,68,2026-05-10,4.41,1,Single Listing,Budget (<$100),220,4.27,https://www.airbnb.com/rooms/11026
11027,Minimalist Apartment in Greenwich Village,1148,Elena,f,Standard Host,Manhattan,Greenwich Village,40.79178,-73.95756,Private room,118,1,118.0,5,1,2026-07-26,0.06,3,Small Host (2-4),Moderate ($100-$250),37,4.44,https://www.airbnb.com/rooms/11027
11028,Minimalist Suite in Park Slope,1164,Alex,f,Standard Host,Brooklyn,Park Slope,40.68573,-73.94802,Private room,75,2,37.5,2,14,2026-05-02,0.73,1,Single Listing,Budget (<$100),12,4.55,https://www.airbnb.com/rooms/11028
11029,Modern Suite in Hell's Kitchen,1343,Alex,t,Superhost,Manhattan,Hell's Kitchen,40.72728,-73.95741,Private room,101,1,101.0,1,45,2026-07-24,1.85,2,Small Host (2-4),Moderate ($100-$250),294,4.99,https://www.airbnb.com/rooms/11029
11030,Cozy Loft in Harlem,1139,Carlos,t,Superhost,Manhattan,Harlem,40.78428,-73.98711,Private room,75,3,25.0,30,74,2026-04-04,7.24,1,Single Listing,Budget (<$100),276,4.96,https://www.airbnb.com/rooms/11030
11031,Bright Retreat in Harlem,1026,Noah,t,Superhost,Manhattan,Harlem,40.81086,-73.99621,Entire home/apt,534,6,89.0,7,105,2026-07-04,4.0,1,Single Listing,Luxury (>$250),270,4.97,https://www.airbnb.com/rooms/11031
11032,Luxury Apartment in Brooklyn Heights,1196,Alex,f,Standard Host,Brooklyn,Brooklyn Heights,40.71109,-73.95005,Private room,57,2,28.5,1,16,2026-03-05,0.45,1,Single Listing,Budget (<$100),36,4.49,https://www.airbnb.com/rooms/11032
11033,Chic Retreat in SoHo,1111,Elena,t,Superhost,Manhattan,SoHo,40.78386,-73.98003,Private room,161,2,80.5,1,44,2026-05-20,1.65,1,Single Listing,Moderate ($100-$250),34,4.89,https://www.airbnb.com/rooms/11033
11034,Sunny Penthouse in Williamsburg,1032,James,t,Superhost,Brooklyn,Williamsburg,40.67752,-73.95216,Entire home/apt,374,3,124.67,3,66,2026-07-13,2.57,1,Single Listing,Luxury (>$250),254,4.96,https://www.airbnb.com/rooms/11034
11035,Chic Suite in Crown Heights,1207,Noah,f,Standard Host,Brooklyn,Crown Heights,40.71266,-73.93488,Entire home/apt,136,3,45.33,1,70,2026-03-09,3.52,1,Single Listing,Moderate ($100-$250),320,4.27,https://www.airbnb.com/rooms/11035
11036,Stunning Studio in Bushwick,1200,Sophia,f,Standard Host,Brooklyn,Bushwick,40.68758,-73.95513,Entire home/apt,213,3,71.0,3,25,2026-06-18,0.89,1,Single Listing,Moderate ($100-$250),91,4.49,https://www.airbnb.com/rooms/11036
11037,Quiet Apartment in Williamsburg,1098,James,t,Superhost,Brooklyn,Williamsburg,40.64363,-73.8839,Entire home/apt,168,3,56.0,2,70,2026-05-05,2.73,1,Single Listing,Moderate ($100-$250),154,4.97,https://www.airbnb.com/rooms/11037
11038,Minimalist Brownstone Unit in Hell's Kitchen,1277,James,f,Standard Host,Manhattan,Hell's Kitchen,40.7721,-73.97423,Private room,151,2,75.5,7,28,2026-07-19,1.3,1,Single Listing,Moderate ($100-$250),246,4.37,https://www.airbnb.com/rooms/11038
11039,Modern Studio in Cobble Hill,1327,Elena,f,Standard Host,Brooklyn,Cobble Hill,40.68484,-73.96062,Entire home/apt,219,4,54.75,1,31,2026-02-12,1.01,4,Small Host (2-4),Moderate ($100-$250),298,4.66,https://www.airbnb.com/rooms/11039
11040,Charming Room in Crown Heights,1248,Mia,f,Standard Host,Brooklyn,Crown Heights,40.68934,-73.98142,Entire home/apt,165,6,27.5,3,10,2026-04-18,1.22,1,Single Listing,Moderate ($100-$250),152,4.5,https://www.airbnb.com/rooms/11040
11041,Stunning Brownstone Unit in Williamsburg,1340,Benjamin,f,Standard Host,Brooklyn,Williamsburg,40.65688,-73.91438,Private room,52,1,52.0,2,50,2026-06-06,2.95,1,Single Listing,Budget (<$100),214,4.32,https://www.airbnb.com/rooms/11041
11042,Rustic Suite in Financial District,1121,Daniel,t,Superhost,Manhattan,Financial District,40.7519,-73.99458,Private room,114,1,114.0,3,30,2026-07-04,0.84,2,Small Host (2-4),Moderate ($100-$250),110,4.85,https://www.airbnb.com/rooms/11042
11043,Spacious Studio in Riverdale,1133,Emily,f,Standard Host,Bronx,Riverdale,40.85079,-73.85864,Entire home/apt,75,4,18.75,7,17,2026-07-27,0.72,2,Small Host (2-4),Budget (<$100),29,4.49,https://www.airbnb.com/rooms/11043
11044,Spacious Flat in Harlem,1206,Elena,f,Standard Host,Manhattan,Harlem,40.78797,-73.97556,Entire home/apt,308,4,77.0,2,45,2026-07-09,3.72,1,Single Listing,Luxury (>$250),115,4.37,https://www.airbnb.com/rooms/11044
11045,Quiet Brownstone Unit in Upper West Side,1130,Liam,t,Superhost,Manhattan,Upper West Side,40.76268,-73.98088,Entire home/apt,237,6,39.5,2,87,2025-09-19,9.94,2,Small Host (2-4),Moderate ($100-$250),81,4.98,https://www.airbnb.com/rooms/11045
11046,Rustic Studio in Tribeca,1304,Jessica,f,Standard Host,Manhattan,Tribeca,40.78241,-73.95866,Entire home/apt,388,3,129.33,3,69,2026-07-11,9.21,1,Single Listing,Luxury (>$250),18,4.64,https://www.airbnb.com/rooms/11046
11047,Cozy Studio in Greenpoint,1059,Liam,f,Standard Host,Brooklyn,Greenpoint,40.66953,-73.89842,Entire home/apt,320,2,160.0,7,52,2026-05-07,2.17,1,Single Listing,Luxury (>$250),16,4.36,https://www.airbnb.com/rooms/11047
11048,Charming Suite in Williamsburg,1284,Benjamin,f,Standard Host,Brooklyn,Williamsburg,40.69082,-73.97736,Entire home/apt,185,4,46.25,1,73,2026-06-04,2.55,1,Single Listing,Moderate ($100-$250),127,4.38,https://www.airbnb.com/rooms/11048
11049,Bright Suite in Park Slope,1088,Ava,f,Standard Host,Brooklyn,Park Slope,40.66162,-73.93571,Entire home/apt,207,2,103.5,4,25,2025-12-05,0.76,3,Small Host (2-4),Moderate ($100-$250),11,4.48,https://www.airbnb.com/rooms/11049
11050,Bright Penthouse in East Village,1109,Emily,t,Superhost,Manhattan,East Village,40.77505,-73.95315,Private room,171,2,85.5,3,74,2026-05-27,4.85,12,Multi-Listing Host (5+),Moderate ($100-$250),252,4.94,https://www.airbnb.com/rooms/11050
11051,Minimalist Apartment in Bushwick,1051,Noah,f,Standard Host,Brooklyn,Bushwick,40.6543,-73.92807,Entire home/apt,301,3,100.33,3,33,2026-07-31,1.27,3,Small Host (2-4),Luxury (>$250),213,4.42,https://www.airbnb.com/rooms/11051
11052,Bright Retreat in Park Slope,1223,Benjamin,f,Standard Host,Brooklyn,Park Slope,40.65629,-73.93727,Entire home/apt,239,4,59.75,2,2,2026-07-21,0.07,1,Single Listing,Moderate ($100-$250),338,4.56,https://www.airbnb.com/rooms/11052
11053,Bright Room in Mott Haven,1163,Ethan,f,Standard Host,Bronx,Mott Haven,40.81911,-73.85885,Entire home/apt,83,2,41.5,1,27,2026-05-12,1.58,4,Small Host (2-4),Budget (<$100),25,4.27,https://www.airbnb.com/rooms/11053
11054,Stunning Retreat in Hell's Kitchen,1248,Ava,f,Standard Host,Manhattan,Hell's Kitchen,40.80221,-73.9337,Entire home/apt,507,4,126.75,1,8,2026-07-20,0.29,1,Single Listing,Luxury (>$250),336,4.38,https://www.airbnb.com/rooms/11054
11055,Modern Apartment in Sunnyside,1120,Alex,f,Standard Host,Queens,Sunnyside,40.70861,-73.76778,Entire home/apt,159,4,39.75,3,2,2026-07-31,0.07,1,Single Listing,Moderate ($100-$250),317,4.44,https://www.airbnb.com/rooms/11055
11056,Minimalist Flat in Chelsea,1288,Alex,f,Standard Host,Manhattan,Chelsea,40.78415,-73.98273,Entire home/apt,337,6,56.17,3,2,2026-07-03,0.18,1,Single Listing,Luxury (>$250),81,4.58,https://www.airbnb.com/rooms/11056
11057,Minimalist Suite in Crown Heights,1013,Carlos,f,Standard Host,Brooklyn,Crown Heights,40.63466,-73.93577,Private room,142,2,71.0,3,17,2026-07-15,0.51,3,Small Host (2-4),Moderate ($100-$250),287,4.26,https://www.airbnb.com/rooms/11057
11058,Sunny Retreat in Upper West Side,1034,James,f,Standard Host,Manhattan,Upper West Side,40.79877,-73.97158,Entire home/apt,415,3,138.33,3,33,2026-07-11,2.76,2,Small Host (2-4),Luxury (>$250),127,4.41,https://www.airbnb.com/rooms/11058
11059,Charming Room in Riverdale,1201,Olivia,f,Standard Host,Bronx,Riverdale,40.8679,-73.8947,Entire home/apt,172,2,86.0,2,27,2026-04-26,1.48,2,Small Host (2-4),Moderate ($100-$250),346,4.55,https://www.airbnb.com/rooms/11059
11060,Charming Apartment in Greenwich Village,1017,Elena,t,Superhost,Manhattan,Greenwich Village,40.7885,-73.94058,Private room,157,2,78.5,5,60,2026-07-22,3.33,1,Single Listing,Moderate ($100-$250),36,4.93,https://www.airbnb.com/rooms/11060
11061,Sunny Loft in Jackson Heights,1240,Benjamin,t,Superhost,Queens,Jackson Heights,40.71242,-73.8069,Entire home/apt,274,4,68.5,1,82,2026-02-27,6.19,1,Single Listing,Luxury (>$250),80,4.94,https://www.airbnb.com/rooms/11061
11062,Minimalist Penthouse in Harlem,1176,Alex,f,Standard Host,Manhattan,Harlem,40.76181,-73.98181,Entire home/apt,186,8,23.25,4,8,2026-04-19,0.3,3,Small Host (2-4),Moderate ($100-$250),327,4.28,https://www.airbnb.com/rooms/11062
11063,Sunny Penthouse in East Village,1015,James,f,Standard Host,Manhattan,East Village,40.79439,-73.96166,Entire home/apt,187,2,93.5,2,25,2026-06-21,1.15,2,Small Host (2-4),Moderate ($100-$250),293,4.55,https://www.airbnb.com/rooms/11063
11064,Spacious Brownstone Unit in East Village,1310,Michael,f,Standard Host,Manhattan,East Village,40.81548,-73.97322,Shared room,133,1,133.0,1,7,2026-05-07,1.01,1,Single Listing,Moderate ($100-$250),105,4.52,https://www.airbnb.com/rooms/11064
11065,Cozy Flat in Crown Heights,1072,Michael,f,Standard Host,Brooklyn,Crown Heights,40.65514,-73.93545,Hotel room,173,5,34.6,4,52,2026-06-20,2.39,1,Single Listing,Moderate ($100-$250),236,4.42,https://www.airbnb.com/rooms/11065
11066,Boho Loft in Williamsburg,1221,Emily,t,Superhost,Brooklyn,Williamsburg,40.6968,-73.96041,Private room,121,2,60.5,1,74,2026-03-05,3.33,1,Single Listing,Moderate ($100-$250),224,4.91,https://www.airbnb.com/rooms/11066
11067,Luxury Loft in Riverdale,1285,Noah,f,Standard Host,Bronx,Riverdale,40.84206,-73.85063,Private room,35,1,35.0,1,43,2026-04-06,2.53,2,Small Host (2-4),Budget (<$100),99,4.17,https://www.airbnb.com/rooms/11067
11068,Minimalist Loft in Harlem,1239,Jessica,f,Standard Host,Manhattan,Harlem,40.822,-74.00479,Entire home/apt,329,2,164.5,7,51,2026-07-15,2.01,1,Single Listing,Luxury (>$250),200,4.41,https://www.airbnb.com/rooms/11068
11069,Chic Loft in Forest Hills,1248,Mia,t,Superhost,Queens,Forest Hills,40.71819,-73.80928,Hotel room,150,4,37.5,7,92,2026-04-24,2.64,3,Small Host (2-4),Moderate ($100-$250),119,4.98,https://www.airbnb.com/rooms/11069
11070,Sunny Apartment in Long Island City,1258,Mia,t,Superhost,Queens,Long Island City,40.75594,-73.79985,Entire home/apt,136,4,34.0,4,49,2026-06-25,3.91,2,Small Host (2-4),Moderate ($100-$250),68,4.99,https://www.airbnb.com/rooms/11070
11071,Luxury Room in Brooklyn Heights,1305,Charlotte,f,Standard Host,Brooklyn,Brooklyn Heights,40.65128,-73.94205,Entire home/apt,216,2,108.0,2,17,2026-06-18,0.6,1,Single Listing,Moderate ($100-$250),294,4.59,https://www.airbnb.com/rooms/11071
11072,Quiet Retreat in Williamsburg,1204,Sarah,t,Superhost,Brooklyn,Williamsburg,40.67175,-73.93371,Entire home/apt,300,5,60.0,1,58,2026-07-11,2.2,1,Single Listing,Luxury (>$250),84,4.96,https://www.airbnb.com/rooms/11072
11073,Minimalist Retreat in Williamsburg,1068,Benjamin,t,Superhost,Brooklyn,Williamsburg,40.69482,-73.93567,Private room,107,1,107.0,2,56,2026-06-15,2.54,1,Single Listing,Moderate ($100-$250),130,4.98,https://www.airbnb.com/rooms/11073
11074,Quiet Haven in Bushwick,1327,Sophia,t,Superhost,Brooklyn,Bushwick,40.66672,-73.91675,Private room,75,2,37.5,2,55,2026-05-11,8.62,1,Single Listing,Budget (<$100),166,4.97,https://www.airbnb.com/rooms/11074
11075,Minimalist Loft in Midtown,1052,Sarah,f,Standard Host,Manhattan,Midtown,40.79352,-73.96967,Entire home/apt,206,6,34.33,2,16,2026-07-21,1.02,1,Single Listing,Moderate ($100-$250),280,4.44,https://www.airbnb.com/rooms/11075
11076,Minimalist Loft in Ridgewood,1156,Elena,t,Superhost,Queens,Ridgewood,40.73679,-73.79399,Private room,44,1,44.0,1,84,2026-06-21,4.28,2,Small Host (2-4),Budget (<$100),238,4.88,https://www.airbnb.com/rooms/11076
11077,Charming Studio in Cobble Hill,1124,Ethan,t,Superhost,Brooklyn,Cobble Hill,40.63657,-73.94432,Private room,104,1,104.0,5,66,2026-07-19,3.34,1,Single Listing,Moderate ($100-$250),278,4.96,https://www.airbnb.com/rooms/11077
11078,Charming Retreat in Harlem,1148,Liam,f,Standard Host,Manhattan,Harlem,40.74911,-73.96527,Private room,228,1,228.0,3,63,2026-07-11,7.08,1,Single Listing,Moderate ($100-$250),62,4.24,https://www.airbnb.com/rooms/11078
11079,Rustic Apartment in Financial District,1213,James,f,Standard Host,Manhattan,Financial District,40.76346,-73.95632,Entire home/apt,228,5,45.6,3,30,2026-07-17,0.89,2,Small Host (2-4),Moderate ($100-$250),50,4.54,https://www.airbnb.com/rooms/11079
11080,Chic Apartment in Bedford-Stuyvesant,1059,Jessica,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.69391,-73.93699,Private room,54,1,54.0,1,19,2026-06-11,0.72,1,Single Listing,Budget (<$100),241,4.56,https://www.airbnb.com/rooms/11080
11081,Rustic Flat in East Village,1229,Ethan,f,Standard Host,Manhattan,East Village,40.77906,-73.97167,Private room,93,3,31.0,7,28,2026-06-11,2.06,1,Single Listing,Budget (<$100),307,4.3,https://www.airbnb.com/rooms/11081
11082,Boho Penthouse in Harlem,1057,James,f,Standard Host,Manhattan,Harlem,40.75141,-73.96146,Entire home/apt,273,3,91.0,1,20,2026-03-21,0.56,1,Single Listing,Luxury (>$250),49,4.41,https://www.airbnb.com/rooms/11082
11083,Luxury Retreat in Chelsea,1087,Charlotte,f,Standard Host,Manhattan,Chelsea,40.80006,-73.95972,Private room,167,3,55.67,1,12,2026-06-13,0.58,3,Small Host (2-4),Moderate ($100-$250),303,4.5,https://www.airbnb.com/rooms/11083
11084,Minimalist Suite in Forest Hills,1201,Noah,f,Standard Host,Queens,Forest Hills,40.6998,-73.8283,Private room,49,1,49.0,3,5,2026-04-28,0.3,1,Single Listing,Budget (<$100),68,4.6,https://www.airbnb.com/rooms/11084
11085,Luxury Flat in Bushwick,1270,Carlos,t,Superhost,Brooklyn,Bushwick,40.68421,-73.96182,Entire home/apt,273,2,136.5,1,83,2026-07-08,3.86,3,Small Host (2-4),Luxury (>$250),225,4.96,https://www.airbnb.com/rooms/11085
11086,Modern Loft in Ridgewood,1143,Daniel,f,Standard Host,Queens,Ridgewood,40.70707,-73.79408,Entire home/apt,113,2,56.5,1,37,2026-02-04,1.04,3,Small Host (2-4),Moderate ($100-$250),262,4.58,https://www.airbnb.com/rooms/11086
11087,Chic Penthouse in Long Island City,1278,Liam,t,Superhost,Queens,Long Island City,40.71997,-73.82438,Entire home/apt,141,4,35.25,7,53,2026-07-16,6.99,1,Single Listing,Moderate ($100-$250),250,4.96,https://www.airbnb.com/rooms/11087
11088,Minimalist Loft in Williamsburg,1186,Ethan,f,Standard Host,Brooklyn,Williamsburg,40.68702,-73.95967,Private room,69,1,69.0,4,17,2026-06-23,1.84,1,Single Listing,Budget (<$100),106,4.42,https://www.airbnb.com/rooms/11088
11089,Rustic Retreat in Tribeca,1319,Mia,t,Superhost,Manhattan,Tribeca,40.82077,-73.95508,Entire home/apt,577,3,192.33,1,45,2026-07-21,4.51,1,Single Listing,Luxury (>$250),148,4.92,https://www.airbnb.com/rooms/11089
11090,Boho Studio in Jackson Heights,1345,Emily,t,Superhost,Queens,Jackson Heights,40.73649,-73.80453,Entire home/apt,83,2,41.5,30,61,2026-07-11,4.34,1,Single Listing,Budget (<$100),148,4.91,https://www.airbnb.com/rooms/11090
11091,Rustic Retreat in Upper West Side,1308,Olivia,f,Standard Host,Manhattan,Upper West Side,40.78438,-73.93314,Entire home/apt,333,3,111.0,1,44,2026-06-11,1.8,1,Single Listing,Luxury (>$250),263,4.49,https://www.airbnb.com/rooms/11091
11092,Quiet Penthouse in Bushwick,1326,David,t,Superhost,Brooklyn,Bushwick,40.67148,-73.92178,Entire home/apt,181,3,60.33,1,43,2026-04-20,1.65,1,Single Listing,Moderate ($100-$250),339,4.97,https://www.airbnb.com/rooms/11092
11093,Cozy Flat in Bedford-Stuyvesant,1325,Jessica,t,Superhost,Brooklyn,Bedford-Stuyvesant,40.67806,-73.97775,Entire home/apt,163,3,54.33,5,50,2026-07-28,5.69,1,Single Listing,Moderate ($100-$250),108,4.96,https://www.airbnb.com/rooms/11093
11094,Spacious Retreat in Jackson Heights,1077,Olivia,t,Superhost,Queens,Jackson Heights,40.75507,-73.79064,Private room,61,2,30.5,1,51,2026-07-17,2.3,1,Single Listing,Budget (<$100),116,4.88,https://www.airbnb.com/rooms/11094
11095,Chic Flat in Financial District,1186,Olivia,t,Superhost,Manhattan,Financial District,40.78295,-73.96569,Entire home/apt,247,2,123.5,2,85,2026-06-11,2.74,1,Single Listing,Moderate ($100-$250),296,4.97,https://www.airbnb.com/rooms/11095
11096,Chic Suite in Todt Hill,1005,Emily,f,Standard Host,Staten Island,Todt Hill,40.57016,-74.10933,Private room,35,2,17.5,1,38,2026-07-09,1.89,2,Small Host (2-4),Budget (<$100),73,4.38,https://www.airbnb.com/rooms/11096
11097,Boho Studio in Financial District,1261,Benjamin,t,Superhost,Manhattan,Financial District,40.78854,-73.98861,Entire home/apt,301,2,150.5,2,88,2026-06-26,3.76,1,Single Listing,Luxury (>$250),64,4.95,https://www.airbnb.com/rooms/11097
11098,Bright Retreat in Jackson Heights,1134,Charlotte,f,Standard Host,Queens,Jackson Heights,40.77557,-73.77052,Entire home/apt,94,2,47.0,1,3,2026-05-15,0.16,1,Single Listing,Budget (<$100),183,4.52,https://www.airbnb.com/rooms/11098
